,"Plant Influent
[Plant Influent Total Flow]",Vista Gauge Level (feet),Vista Gauge Elevation (feet),Vista Gauge Predicted Max Level (feet),Vista Gauge Predicted Max Elevation (feet),Flow1 (cfs),Flow2 (cfs),Flow3 (cfs),PRCP (Inches),SNOW (Inches),SNWD (Inches)
3/7/22,26.57,4.166481776,4375.066411,4.125649794,4375.025675,366,27.6,455,0,0,0
3/8/22,24.64,4.137348335,4375.03727,4.142460869,4375.042502,359,29,440,0,0,0
3/9/22,25.24,4.12426343,4375.024167,4.164991177,4375.065055,358,28.3,434,0.02,0,0
3/10/22,24.69,4.127435001,4375.027345,4.176776261,4375.076851,356,28.4,437,0,0,0
3/11/22,24.71,4.107694949,4375.007623,4.141767629,4375.041809,350,27.1,428,0,0,0
3/12/22,24.54,4.0954766,4374.995382,4.264298148,4375.164145,353,30.1,426,0,0,0
3/13/22,25.36,4.141452501,4375.041368,4.371322283,4375.271099,368,32.2,448,0,0,0
3/14/22,24.61,4.156637757,4375.056565,4.448180292,4375.348032,367,32.7,454,0,0,0
3/15/22,24.74,4.199653335,4375.099601,4.463258267,4375.363125,393,31.9,479,0.01,0,0
3/16/22,23.87,4.420415927,4375.320336,4.483535544,4375.383422,476,29.5,569,0,0,0
3/17/22,23.56,4.465753863,4375.365694,4.533795457,4375.433736,491,28.6,587,0,0,0
3/18/22,23.96,4.543067652,4375.442907,4.702946189,4375.602935,517,27.1,614,0,0,0
3/19/22,24.02,4.546516542,4375.446339,4.599999905,4375.5,518,27.8,617,0,0,0
3/20/22,25.35,4.500519987,4375.400364,4.593760742,4375.493755,499,27,604,0,0,0
3/21/22,25.83,4.458578764,4375.358575,4.599999905,4375.5,488,25.1,593,0,0,0
3/22/22,24.27,4.516065864,4375.415961,5.124090151,4376.023962,524,28.1,619,0,0,0
3/23/22,24.79,4.630294625,4375.5302,5.44159451,4376.34144,582,25.2,659,0,0,0
3/24/22,24.35,4.67641248,4375.576313,5.522876928,4376.422802,596,25.4,672,0,0,0
3/25/22,24.77,4.741767779,4375.641655,5.298266892,4376.198175,623,26.3,695,0,0,0
3/26/22,24.18,4.963379559,4375.863272,5.311611804,4376.211494,714,27,767,0,0,0
3/27/22,24.98,5.136551129,4376.036451,5.313691608,4376.213491,774,28.8,822,0,0,0
3/28/22,25.60,5.157469735,4376.057307,5.219583975,4376.119569,778,27.4,829,0,0,0
3/29/22,24.76,4.925337944,4375.825252,4.979549413,4375.879432,682,32.1,757,0,0,0
3/30/22,24.32,5.140745205,4376.040677,5.451819829,4376.351649,786,29.1,827,0,0,0
3/31/22,24.83,5.343222414,4376.243127,5.864973859,4376.764744,866,28.8,892,0,0,0
4/1/22,24.82,5.366585777,4376.2665,5.831542622,4376.73128,866,27.7,898,0,0,0
4/2/22,23.94,5.298526901,4376.19839,5.737608272,4376.637559,840,25.2,875,0,0,0
4/3/22,24.83,5.315753932,4376.215623,5.567244303,4376.467212,849,23.2,881,0,0,0
4/4/22,25.78,5.2536222,4376.153508,5.568630784,4376.4686,823,22.2,860,0,0,0
4/5/22,25.39,5.247660362,4376.147512,5.801733135,4376.701602,822,25.2,860,0,0,0
4/6/22,24.69,5.301698443,4376.201598,5.994800698,4376.894698,837,25.9,877,0,0,0
4/7/22,24.13,5.245459258,4376.145376,5.889428182,4376.789222,811,27.4,858,0,0,0
4/8/22,24.46,5.29045064,4376.190319,5.67573668,4376.575525,835,32,875,0,0,0
4/9/22,24.86,5.405320649,4376.305197,5.418544273,4376.318365,880,33.5,914,0,0,0
4/10/22,25.07,5.390017319,4376.289932,5.44298099,4376.342828,866,33,907,0,0,0
4/11/22,26.62,5.3117678,4376.211634,5.341767915,4376.241516,831,38.1,882,0.05,0,0
4/12/22,25.32,5.354679395,4376.254562,5.422183783,4376.32201,838,39,893,0,0,0
4/13/22,24.90,5.223067552,4376.12301,5.448006982,4376.347859,788,36.6,851,0,0,0
4/14/22,24.50,5.260935882,4376.160832,5.439861409,4376.339705,811,34.4,864,0,0,0
4/15/22,24.99,5.212876891,4376.11284,5.664471562,4376.564212,789,32.3,848,0,0,0
4/16/22,24.03,5.322755605,4376.222686,5.800000191,4376.699707,854,32.4,890,0.01,0,0
4/17/22,25.13,5.444731424,4376.344578,5.862218502,4376.761986,881,31.3,923,0,0,0
4/18/22,25.33,5.293154292,4376.19301,5.750953117,4376.650947,824,33.2,875,0,0,0
4/19/22,25.07,5.306152514,4376.206054,5.638821358,4376.538859,842,31.4,882,0,0,0
4/20/22,24.51,5.29734835,4376.197255,5.599999905,4376.5,821,31.2,874,0,0,0
4/21/22,24.29,5.463982475,4376.363865,5.722105342,4376.621926,899,39.4,939,0.19,0,0
4/22/22,24.93,5.356291146,4376.256209,5.861178642,4376.760945,842,38.8,894,0,0,0
4/23/22,25.05,5.301819769,4376.20171,5.955979245,4376.855839,829,34.7,878,0,0,0
4/24/22,25.59,5.348370925,4376.248231,6.05719232,4376.957151,847,31.6,894,0,0,0
4/25/22,26.40,5.337868268,4376.237787,5.900866646,4376.800672,844,30.8,889,0,0,0
4/26/22,25.30,5.28138644,4376.181332,5.665857884,4376.565761,827,29.8,868,0,0,0
4/27/22,24.91,5.238752135,4376.138687,5.537954907,4376.43789,810,25.9,852,0,0,0
4/28/22,24.41,5.198873421,4376.09884,5.5,4376.399902,795,26.5,837,0,0,0
4/29/22,24.69,5.140571915,4376.040483,5.435701968,4376.335541,769,22,817,0,0,0
4/30/22,24.64,5.210554599,4376.110451,5.400000095,4376.299805,809,21.2,840,0,0,0
5/1/22,25.77,5.314921993,4376.214842,5.375563377,4376.275344,847,21.5,874,0,0,0
5/2/22,26.39,5.242946285,4376.142837,5.367591114,4376.267364,813,22.6,846,0,0,0
5/3/22,25.14,5.218630809,4376.118574,5.417504411,4376.317326,790,29.8,837,0,0,0
5/4/22,25.44,5.218093577,4376.118007,5.465337988,4376.365206,778,38.7,836,0,0,0
5/5/22,24.51,5.270242632,4376.170147,5.438994859,4376.338838,807,37,852,0,0,0
5/6/22,25.37,5.3938475,4376.293736,5.476603142,4376.376483,861,42,896,0,0,0
5/7/22,25.09,5.66684577,4376.566732,5.63327557,4376.533171,974,42.8,990,0,0,0
5/8/22,25.34,5.411057195,4376.310957,5.400346657,4376.300212,841,44.7,892,0,0,0
5/9/22,26.51,5.31729639,4376.217168,5.191161071,4376.091173,795,51.6,863,0.01,0,0
5/10/22,25.50,5.270051978,4376.169969,5.188734755,4376.08872,762,51.6,841,0,0,0
5/11/22,25.58,5.187330986,4376.08727,5.263258283,4376.163109,732,52.2,818,0,0,0
5/12/22,26.12,5.21882151,4376.118704,5.437261758,4376.337103,745,51.9,826,0,0,0
5/13/22,25.45,5.111577136,4376.011467,5.5,4376.399902,711,47.5,790,0,0,0
5/14/22,25.73,5.135667226,4376.035589,5.5,4376.399902,736,41.4,799,0,0,0
5/15/22,26.18,5.27746967,4376.177373,5.5,4376.399902,794,43.4,844,0,0,0
5/16/22,26.93,5.51755243,4376.417473,5.614335628,4376.514275,891,48.4,925,0,0,0
5/17/22,26.43,5.46097054,4376.36087,5.538301534,4376.43823,860,44.5,900,0,0,0
5/18/22,26.01,5.335823219,4376.235731,5.400000095,4376.299805,809,44.7,857,0,0,0
5/19/22,25.44,5.445347201,4376.345271,5.475520857,4376.375399,861,45.4,895,0,0,0
5/20/22,25.94,5.564263444,4376.464153,5.479722797,4376.379529,897,41.1,934,0,0,0
5/21/22,25.18,5.212305012,4376.112222,5.271923827,4376.17174,736,45.3,811,0,0,0
5/22/22,26.09,5.285684595,4376.185567,5.431022596,4376.330858,776,45.5,837,0,0,0
5/23/22,26.97,5.384523374,4376.284449,5.566204443,4376.466172,812,48.8,867,0,0,0
5/24/22,26.03,5.341161165,4376.241077,5.599999905,4376.5,791,46.1,850,0,0,0
5/25/22,25.92,5.319393394,4376.219316,5.599999905,4376.5,789,43.1,843,0,0,0
5/26/22,26.11,5.320138604,4376.220086,5.414384673,4376.314365,797,38.9,843,0,0,0
5/27/22,26.90,5.360918558,4376.260807,5.206412412,4376.106383,795,39.8,854,0,0,0
5/28/22,24.91,5.148804132,4376.048735,5.033795513,4375.933678,713,44.3,786,0,0,0
5/29/22,25.97,5.267105731,4376.166996,5.162911657,4376.062767,764,44.1,825,0,0,0
5/30/22,26.34,5.310641252,4376.210539,5.233275638,4376.133101,769,50.1,836,0,0,0
5/31/22,26.71,5.205320662,4376.105184,5.300000191,4376.199707,708,48.8,796,0,0,0
6/1/22,27.36,4.960727886,4375.860648,5.167244368,4376.067146,623,46.3,723,0,0,0
6/2/22,26.61,4.85273831,4375.752632,4.964818058,4375.864686,591,32.6,688,0,0,0
6/3/22,26.54,4.748717471,4375.648654,4.78942808,4375.689327,554,37.3,660,0,0,0
6/4/22,25.32,4.791906432,4375.691789,4.701733065,4375.601673,567,42,673,0,0,0
6/5/22,26.25,4.812201084,4375.712058,4.702426357,4375.602315,568,43.3,679,0,0,0
6/6/22,27.90,5.122998288,4376.022879,4.940901132,4375.840886,684,44.9,772,0,0,0
6/7/22,26.20,4.800554564,4375.700486,4.841767738,4375.741697,557,40.3,670,0,0,0
6/8/22,25.84,4.727729621,4375.627648,4.687868165,4375.587893,535,41.2,650,0,0,0
6/9/22,25.06,4.773466185,4375.673389,4.706239156,4375.606154,551,45.4,663,0,0,0
6/10/22,25.82,4.718769478,4375.618691,4.629982545,4375.530012,522,43.1,642,0,0,0
6/11/22,25.15,4.554627424,4375.454487,4.44228775,4375.342134,467,32.2,589,0,0,0
6/12/22,25.24,4.515095339,4375.414979,4.387868391,4375.287661,459,28.3,579,0,0,0
6/13/22,26.88,4.806464479,4375.706359,4.556325905,4375.456144,568,30.2,672,0,0,0
6/14/22,26.36,4.472495669,4375.372396,4.442634373,4375.342478,424,36.1,554,0,0,0
6/15/22,25.88,4.240121238,4375.140105,4.276949775,4375.176816,354,33.7,462,0,0,0
6/16/22,25.41,4.175667188,4375.075628,4.199999809,4375.100098,341,28.1,435,0,0,0
6/17/22,25.81,4.188058864,4375.088024,4.199999809,4375.100098,350,25.4,441,0,0,0
6/18/22,25.87,4.218024167,4375.118025,4.199999809,4375.100098,352,29.2,453,0,0,0
6/19/22,26.21,4.271854477,4375.171697,4.264471459,4375.164317,365,30,477,0,0,0
6/20/22,26.68,4.274194145,4375.174058,4.365511393,4375.265282,373,28.1,479,0,0,0
6/21/22,26.12,4.250987852,4375.150907,4.386655221,4375.286447,355,32.3,463,0,0,0
6/22/22,25.88,4.197088319,4375.097061,4.284055468,4375.183949,339,32.7,438,0,0,0
6/23/22,25.42,4.130470396,4375.03036,4.199999809,4375.100098,319,26.8,404,0,0,0
6/24/22,25.62,4.100589249,4375.000498,4.133448746,4375.033482,316,21.7,392,0,0,0
6/25/22,25.36,4.001247889,4374.90116,4.034835322,4374.934772,275,23.3,347,0,0,0
6/26/22,25.12,3.967348412,4374.867315,4,4374.899902,267,23.9,336,0,0,0
6/27/22,26.17,3.979757433,4374.879661,4,4374.899902,274,20.4,339,0,0,0
6/28/22,26.11,3.877296392,4374.777193,3.933795557,4374.833633,244,18,300,0,0,0
6/29/22,25.49,3.870571918,4374.77048,3.900000095,4374.799805,242,19,297,0,0,0
6/30/22,25.45,3.826100482,4374.725995,3.900000095,4374.799805,228,20.2,279,0,0,0
7/1/22,25.49,3.841525043,4374.741377,3.900000095,4374.799805,234,19.8,285,0,0,0
7/2/22,24.77,3.830069248,4374.729908,3.900000095,4374.799805,230,23.1,280,0,0,0
7/3/22,24.68,3.848596133,4374.748462,3.900000095,4374.799805,236,22.5,286,0,0,0
7/4/22,24.82,3.977244409,4374.877146,3.963431577,4374.863298,277,22,336,0,0,0
7/5/22,25.52,3.932495705,4374.832372,4,4374.899902,256,19.1,312,0,0,0
7/6/22,25.76,3.886915115,4374.786828,3.934488797,4374.834327,242,15.3,296,0,0,0
7/7/22,25.43,3.875251275,4374.775149,3.900000095,4374.799805,238,13,286,0,0,0
7/8/22,25.28,3.881473165,4374.781383,3.900000095,4374.799805,241,16.4,287,0,0,0
7/9/22,24.75,3.873050292,4374.772943,3.900000095,4374.799805,233,20.1,283,0,0,0
7/10/22,25.06,3.905909914,4374.805822,3.964298128,4374.864166,240,21.6,298,0,0,0
7/11/22,26.27,3.992582357,4374.89252,4,4374.899902,260,21.3,328,0,0,0
7/12/22,25.31,3.878197575,4374.778105,3.933448937,4374.833286,234,19.9,284,0,0,0
7/13/22,25.12,3.837157634,4374.737024,3.900000095,4374.799805,225,19.3,271,0,0,0
7/14/22,25.17,3.852724027,4374.752609,3.900000095,4374.799805,231,17.8,277,0,0,0
7/15/22,24.41,3.842252975,4374.742124,3.900000095,4374.799805,229,19.8,273,0,0,0
7/16/22,26.01,3.857902913,4374.757788,3.900000095,4374.799805,229,20.5,279,0,0,0
7/17/22,24.22,3.849514698,4374.749405,3.900000095,4374.799805,228,20.9,277,0,0,0
7/18/22,25.94,3.911785142,4374.811721,3.965164678,4374.865033,248,17.9,297,0,0,0
7/19/22,23.23,3.839705329,4374.739564,4,4374.899902,234,17.7,271,0,0,0
7/20/22,25.58,3.828832685,4374.728679,3.932578462,4374.832415,230,17.1,269,0,0,0
7/21/22,24.48,3.79376079,4374.693583,3.825303281,4374.725035,227,16.8,254,0,0,0
7/22/22,25.28,3.779947978,4374.67979,3.799999952,4374.699707,227,16.5,251,0,0,0
7/23/22,24.34,3.819705306,4374.719564,3.863431586,4374.763201,236,17.5,265,0,0,0
7/24/22,24.44,3.818440143,4374.718288,3.883882221,4374.783671,234,19.1,266,0,0,0
7/25/22,25.84,3.873327567,4374.773225,3.866551174,4374.766323,246,19.8,283,0,0,0
7/26/22,24.76,3.807001679,4374.706843,3.900000095,4374.799805,234,17.8,260,0,0,0
7/27/22,25.06,3.843760757,4374.743622,3.900000095,4374.799805,244,17.9,274,0,0,0
7/28/22,24.68,3.801438426,4374.70129,3.832582321,4374.732321,234,17.6,258,0,0,0
7/29/22,24.97,3.802738251,4374.702585,3.799999952,4374.699707,242,16.6,260,0,0,0
7/30/22,24.45,3.811455747,4374.711278,3.864124827,4374.763894,240,16.4,262,0,0,0
7/31/22,24.89,3.842686242,4374.742574,3.964298128,4374.864166,251,15.5,274,0,0,0
8/1/22,26.06,3.856949672,4374.756873,3.932409077,4374.832245,257,15.3,278,0,0,0
8/2/22,25.21,3.842616931,4374.742487,3.900000095,4374.799805,251,15.8,272,0.01,0,0
8/3/22,25.70,3.92214898,4374.822014,3.854592751,4374.754353,275,25.2,317,1.22,0,0
8/4/22,27.32,4.346013876,4375.245917,4.057712166,4374.957671,300,110,506,0.24,0,0
8/5/22,28.83,4.336689807,4375.236559,4.105372516,4375.005378,280,102,510,0.08,0,0
8/6/22,25.41,4.145528593,4375.045435,4.113171469,4375.013184,275,62,429,0,0,0
8/7/22,26.66,3.928234206,4374.828186,3.978694838,4374.878576,236,43.4,339,0,0,0
8/8/22,26.98,3.897452388,4374.797354,3.900000095,4374.799805,241,35.3,329,0,0,0
8/9/22,26.06,3.896117883,4374.796021,3.900000095,4374.799805,249,30.1,331,0,0,0
8/10/22,25.56,3.861230501,4374.761103,3.896187265,4374.795988,238,28.9,313,0,0,0
8/11/22,25.21,3.826568385,4374.726395,3.900000095,4374.799805,234,27,302,0,0,0
8/12/22,25.58,3.771681089,4374.671559,3.804679335,4374.704391,222,24.9,283,0,0,0
8/13/22,24.85,3.818752136,4374.718615,3.799999952,4374.699707,238,23.9,300,0,0,0
8/14/22,25.23,3.779324062,4374.679145,3.799999952,4374.699707,227,23.5,286,0,0,0
8/15/22,26.95,3.834991253,4374.734872,3.869670763,4374.769446,242,24.1,306,0,0,0
8/16/22,25.38,3.806447087,4374.706281,3.867244416,4374.767017,235,26.1,295,0,0,0
8/17/22,25.66,3.823882111,4374.723734,3.900000095,4374.799805,235,26.5,303,0.11,0,0
8/18/22,25.20,3.91265166,4374.812531,3.838821498,4374.738566,261,26.7,336,0.06,0,0
8/19/22,26.32,3.852599617,4374.752484,3.856152563,4374.755949,237,30.2,311,0,0,0
8/20/22,25.00,3.796117807,4374.69598,3.833102253,4374.732842,225,28.5,291,0,0,0
8/21/22,25.55,3.773119562,4374.672962,3.799999952,4374.699707,221,27.2,284,0,0,0
8/22/22,27.14,3.833188893,4374.733058,3.799999952,4374.699707,238,27.1,304,0,0,0
8/23/22,25.69,3.747642983,4374.647544,3.799999952,4374.699707,219,22.3,273,0,0,0
8/24/22,25.38,3.752201038,4374.652108,3.799999952,4374.699707,222,20.3,275,0,0,0
8/25/22,25.41,3.737192387,4374.637141,3.799999952,4374.699707,222,17.9,270,0,0,0
8/26/22,25.33,3.739913355,4374.639839,3.799999952,4374.699707,219,19.6,271,0,0,0
8/27/22,24.76,3.739185452,4374.639113,3.753899464,4374.653736,216,21.1,269,0,0,0
8/28/22,25.82,3.740658588,4374.640617,3.799999952,4374.699707,218,21.5,272,0,0,0
8/29/22,26.92,3.80599648,4374.705852,3.799999952,4374.699707,238,23.6,294,0,0,0
8/30/22,25.95,3.765563243,4374.665422,3.799999952,4374.699707,225,22.4,279,0,0,0
8/31/22,25.42,3.738960149,4374.638933,3.799999952,4374.699707,219,23.5,269,0,0,0
9/1/22,25.24,3.730554611,4374.630457,3.729289448,4374.629273,220,17.7,266,0,0,0
9/2/22,25.25,3.716637813,4374.616613,3.700000048,4374.600098,218,14.7,261,0,0,0
9/3/22,24.62,3.720000029,4374.619967,3.700000048,4374.600098,223,15.5,263,0,0,0
9/4/22,25.31,3.753552856,4374.653415,3.700000048,4374.600098,227,16.8,274,0,0,0
9/5/22,25.19,3.802426308,4374.702292,3.836915158,4374.736812,241,20.1,293,0,0,0
9/6/22,27.66,3.809895957,4374.709728,3.832582321,4374.732321,236,25.3,293,0,0,0
9/7/22,26.09,3.775805868,4374.675623,3.799999952,4374.699707,234,20.8,281,0,0,0
9/8/22,25.42,3.781889051,4374.681702,3.767244351,4374.667079,240,15.7,283,0,0,0
9/9/22,25.74,3.767175027,4374.667013,3.76447139,4374.664317,237,17.4,278,0,0,0
9/10/22,25.00,3.775615227,4374.675476,3.864124827,4374.763894,238,18.6,281,0,0,0
9/11/22,25.71,3.806585745,4374.706444,3.900000095,4374.799805,245,21.6,294,0,0,0
9/12/22,26.93,3.890779925,4374.7907,3.965164678,4374.865033,272,21.4,322,0,0,0
9/13/22,26.54,3.874662088,4374.774557,3.90901219,4374.808826,262,24,315,0,0,0
9/14/22,25.63,3.796412434,4374.696248,3.900000095,4374.799805,235,26.6,287,0,0,0
9/15/22,25.80,3.81098783,4374.710828,4.098613424,4374.998612,241,28.9,293,0,0,0
9/16/22,25.20,3.833154167,4374.733046,4.199999809,4375.100098,246,28.1,300,0,0,0
9/17/22,24.54,3.851178482,4374.751084,4.135528467,4375.035563,257,26.7,309,0,0,0
9/18/22,25.43,3.920364013,4374.820296,4.164471247,4375.064534,276,26.5,332,0,0,0
9/19/22,27.56,3.995875274,4374.895795,4.138301428,4375.038339,299,28.6,366,0.14,0,0
9/20/22,26.07,4.160173299,4375.060087,4.166550968,4375.066616,341,38.8,434,0.07,0,0
9/21/22,25.68,4.088665542,4374.988536,4.121317042,4375.021338,311,42.3,400,0.04,0,0
9/22/22,25.53,4.000537335,4374.90043,4.032408981,4374.932343,287,38,362,0,0,0
9/23/22,25.73,4.013500943,4374.913371,4.065511203,4374.965478,296,37.1,369,0,0,0
9/24/22,25.06,3.989081506,4374.889021,4.099999905,4375,289,36.1,358,0,0,0
9/25/22,25.60,3.97213175,4374.872108,4.035528562,4374.935466,286,35.8,352,0,0,0
9/26/22,26.96,4.021715814,4374.92161,4.067417613,4374.967386,303,33.3,371,0,0,0
9/27/22,26.15,4.015979289,4374.915851,4.099999905,4375,305,31.5,369,0,0,0
9/28/22,25.25,3.95727907,4374.857242,4.033622152,4374.933557,287,29.4,344,0,0,0
9/29/22,25.22,3.92092179,4374.820809,4,4374.899902,279,25.3,330,0,0,0
9/30/22,25.09,3.92277302,4374.822721,4,4374.899902,280,25.1,332,0,0,0
10/1/22,24.40,3.888474852,4374.788379,4,4374.899902,261,25.6,317,0,0,0
10/2/22,25.02,3.785961837,4374.685765,3.933622247,4374.83346,229,25.9,282,0,0,0
10/3/22,26.05,3.872673626,4374.772564,3.900000095,4374.799805,267,24.4,317,0,0,0
10/4/22,25.52,3.895269581,4374.79519,3.963478296,4374.863345,272,20.9,320,0,0,0
10/5/22,24.91,3.830883805,4374.730738,3.931369216,4374.831204,252,19.7,298,0,0,0
10/6/22,24.59,3.834679311,4374.734552,3.900000095,4374.799805,259,14.1,300,0,0,0
10/7/22,24.68,3.840207926,4374.740071,3.886481897,4374.786287,256,19.2,303,0,0,0
10/8/22,24.43,3.848752092,4374.748641,3.886481897,4374.786287,258,19.4,305,0,0,0
10/9/22,24.91,3.880155982,4374.780064,3.900000095,4374.799805,271,17.4,319,0,0,0
10/10/22,26.62,3.9442115,4374.844153,3.968284259,4374.868156,290,16.7,342,0,0,0
10/11/22,25.37,3.919774771,4374.819713,4,4374.899902,282,16.1,331,0,0,0
10/12/22,24.87,3.848856106,4374.748763,3.937261758,4374.837103,257,16.1,305,0,0,0
10/13/22,25.00,3.823292829,4374.723168,3.833622184,4374.733362,253,15.1,299,0,0,0
10/14/22,24.94,3.882963614,4374.782879,3.863258275,4374.763027,269,16.6,319,0,0,0
10/15/22,24.48,3.87942807,4374.779316,3.900000095,4374.799805,269,17.7,318,0,0,0
10/16/22,25.19,3.894055538,4374.793949,3.900000095,4374.799805,270,19.7,324,0,0,0
10/17/22,26.74,3.932859683,4374.83281,3.900000095,4374.799805,281,16.8,339,0,0,0
10/18/22,25.37,3.913708901,4374.813646,4.02998264,4374.929914,273,18,330,0,0,0
10/19/22,25.09,3.939288252,4374.839269,4.028472195,4374.928402,283,18.3,341,0,0,0
10/20/22,24.81,3.946308543,4374.846288,4.066204443,4374.966172,281,18.6,342,0,0,0
10/21/22,24.84,3.947764353,4374.847727,4.099999905,4375,286,18.9,345,0,0,0
10/22/22,24.10,4.081559809,4374.981462,3.97175046,4374.871625,332,15.8,401,0.01,0,0
10/23/22,25.11,4.152564956,4375.052503,4.022356998,4374.922281,350,15.5,432,0,0,0
10/24/22,26.88,4.211005117,4375.110991,4.166377658,4375.066443,365,17.5,458,0,0,0
10/25/22,25.81,4.206672391,4375.106629,4.199999809,4375.100098,366,17.9,457,0,0,0
10/26/22,24.78,4.199254676,4375.099249,4.199999809,4375.100098,363,17.8,452,0,0,0
10/27/22,25.06,,,,,352,18.6,442,0,0,0
10/28/22,24.54,4.174003447,4375.073925,4.26863092,4375.16846,355,18,440,0,0,0
10/29/22,24.42,4.17227032,4375.072217,4.300000191,4375.199707,352,17.8,439,0,0,0
10/30/22,25.21,4.155857836,4375.055811,4.300000191,4375.199707,347,16.2,432,0,0,0
10/31/22,26.86,4.14743498,4375.047367,4.300000191,4375.199707,345,16.8,428,0,0,0
11/1/22,24.67,4.061299869,4374.961178,4.171750441,4375.071645,314,17.2,387,0.05,0,0
11/2/22,25.14,4.03506076,4374.934867,4.139167978,4375.039206,309,16.9,377,0.04,0.4,0
11/3/22,25.11,4.018474917,4374.918378,4.135875087,4375.03591,297,16.3,369,0.01,0.4,1.2
11/4/22,24.80,3.884211439,4374.784124,4.074869946,4374.974845,252,17.2,316,0,0,0
11/5/22,24.00,3.87155981,4374.771438,4.099999905,4375,248,16.9,312,0,0,0
11/6/22,25.07,3.870266179,4374.770169,4.03910146,4374.939042,244,17.8,311,0,0,0
11/7/22,26.86,3.934280819,4374.834209,4,4374.899902,261,20.6,337,0.07,0,0
11/8/22,24.97,3.923656891,4374.823604,3.974696731,4374.874574,255,23,332,0.21,2.1,0
11/9/22,25.24,3.919566749,4374.819532,3.961698477,4374.861563,250,28.3,332,0,0,2
11/10/22,24.78,3.894211448,4374.794113,3.900000095,4374.799805,240,38.1,329,0,0,0
11/11/22,24.26,3.915424671,4374.815359,3.963258267,4374.863125,246,39.8,337,0,0,0
11/12/22,24.64,3.922547734,4374.82247,3.976256522,4374.876136,257,29.9,340,0.02,0.2,0
11/13/22,25.00,3.907071138,4374.807014,3.950606633,4374.850461,253,28,334,0,0,0
11/14/22,26.70,3.907313765,4374.807257,3.987348366,4374.887238,251,26.1,334,0,0,0
11/15/22,24.70,3.871559841,4374.771443,3.962218407,4374.862084,243,23.1,320,0,0,0
11/16/22,25.02,3.831941058,4374.731811,3.907105756,4374.806944,235,20.5,307,0,0,0
11/17/22,24.49,3.863032929,4374.762916,3.922357043,4374.822184,247,20,318,0,0,0
11/18/22,24.48,3.875389908,4374.775302,3.921837159,4374.821663,248,20,323,0,0,0
11/19/22,23.86,3.868873478,4374.768782,3.900000095,4374.799805,245,20.5,320,0,0,0
11/20/22,25.48,3.872512998,4374.772416,3.900000095,4374.799805,245,20.9,322,0,0,0
11/21/22,26.92,3.870606583,4374.77052,3.900000095,4374.799805,244,21.8,321,0,0,0
11/22/22,24.68,3.866915029,4374.766811,3.900000095,4374.799805,244,23.9,323,0,0,0
11/23/22,24.42,3.859202751,4374.759088,3.900000095,4374.799805,241,22.6,318,0,0,0
11/24/22,24.58,3.851213124,4374.751102,3.900000095,4374.799805,238,23,315,0,0,0
11/25/22,24.16,3.843691446,4374.743568,3.900000095,4374.799805,236,23.4,312,0,0,0
11/26/22,23.52,3.842460929,4374.742326,3.900000095,4374.799805,237,23,312,0,0,0
11/27/22,24.26,3.867348346,4374.767244,4.033102221,4374.933037,243,23.2,321,0,0,0
11/28/22,26.10,3.876447151,4374.77634,4.036568423,4374.936507,246,22.7,325,0,0,0
11/29/22,24.51,3.871906388,4374.771796,3.976083212,4374.875962,242,21.3,323,0,0,0
11/30/22,21.81,3.849220054,4374.749084,3.973136941,4374.873013,239,22.6,315,0,0,0
12/1/22,26.71,3.828336193,4374.728239,3.90259964,4374.802467,226,23.6,307,0,0.1,0
12/2/22,24.39,3.488370895,4374.388305,3.704852645,4374.604758,114,28.4,190,0,0,0
12/3/22,23.98,3.344921992,4374.244833,3.740381292,4374.640321,82.9,27.1,149,0.32,0.4,0
12/4/22,26.58,3.684800716,4374.58468,3.667417649,4374.567422,142,63,258,0.16,0,0
12/5/22,26.22,3.645233991,4374.545148,3.643847454,4374.54389,147,46.8,242,0,0,0
12/6/22,24.64,3.500591304,4374.400476,3.513217379,4374.413133,116,34.1,193,0,0,0
12/7/22,24.32,3.429670778,4374.329619,3.557192418,4374.457151,101,28.9,172,0,0,0
12/8/22,24.31,3.42143855,4374.321371,3.740381292,4374.640321,103,26.8,171,0,0,0
12/9/22,24.45,3.427365741,4374.327346,3.840381293,4374.740128,104,26.2,172,0,0,0
